head1_loss,head2_loss,loss,val_head1_loss,val_head2_loss,val_loss
1159.17890167,3.25555005856,1162.43444729,365.163118362,0.967842005193,366.130959511
252.809132099,0.690604317933,253.499735832,207.29076767,0.46803925978,207.758807182
147.666677475,0.393875289476,148.060552597,109.142077446,0.239807315753,109.381884933
91.9173179865,0.193828162155,92.111145854,66.7492930889,0.150617602456,66.8999106884
58.4816257358,0.112757365336,58.594383359,40.8434049487,0.0764272438246,40.9198323488
44.0815663338,0.0878479101666,44.1694144607,42.4065445364,0.0498706897779,42.4564153552
31.5279166102,0.037196799065,31.5651131868,33.3812238276,0.0389244989929,33.4201485813
22.5352854729,0.0304920250346,22.56577757,18.1627410352,0.0197223903087,18.1824634522
15.2121144086,0.0251953219704,15.2373098135,12.8948966786,0.0360414735551,12.9309381321
11.7784379125,0.0202028477142,11.7986406386,16.0812425166,0.0155749612677,16.0968174934
10.8586866707,0.0123613604264,10.871048063,8.10152238607,0.00648622545123,8.10800851136
8.92645265162,0.0243096696076,8.95076235384,5.62374752387,0.00311591326772,5.62686342839
5.5795461908,0.0058167106281,5.5853628926,6.60475129634,0.006054233133,6.610805545
4.91944335029,0.00882180660301,4.92826513946,3.31712872721,0.00529363877354,3.32242237497
3.40367553011,0.00222409634534,3.40589964762,3.8091666624,0.00170297185832,3.81086965278
1.93734820606,0.00520291757675,1.94255110808,1.25438305689,0.00102281092836,1.25540586608
2.46656326577,0.00423808936421,2.47080136137,2.02714403463,0.00160080129308,2.02874484309
4.31366127636,0.0066956394993,4.32035693713,16.6492159739,0.0866642413457,16.7358802296
3.85993879125,0.01145811489,3.87139693252,1.045709564,0.00201529949686,1.04772485932
1.14797657146,0.00157222323924,1.14954879577,2.4918978347,0.0011250733744,2.49302290974
0.670360245625,0.000672114233453,0.671032354934,0.442588891194,0.00167884371501,0.444267732906
2.92948719999,0.000993764725195,2.93048100593,58.5964641571,0.0223283915157,58.6187925339
3.441978577,0.00232912130832,3.44430773228,0.917663610424,0.00683239280755,0.924496006686
0.459795514646,0.000766023171536,0.460561540793,0.276206532028,0.00107249565144,0.277279027796
0.336974647216,0.000575103825895,0.337549749645,0.123639635975,0.0015203869076,0.125160024269
0.276626459236,0.00172298863041,0.278349445754,0.140192617037,0.00196734988116,0.142159965646
0.247791961447,0.00187955453055,0.249671514437,0.123830094089,0.000269857881335,0.124099950743
0.689837270649,0.000442790289725,0.690280061361,0.154434433556,0.000537445991171,0.154971878015
0.714571626275,0.000198336311897,0.714769957995,0.808449542383,0.000143916702442,0.808593454072
1.0977116595,0.000291759756511,1.09800340387,0.106904855609,0.000296983494223,0.107201838284
