loss,output1_loss,output2_loss,output3_loss,output4_loss,output5_loss,output6_loss,val_loss,val_output1_loss,val_output2_loss,val_output3_loss,val_output4_loss,val_output5_loss,val_output6_loss
69.7083265781,8.80420461297,10.267729789,13.0139635205,14.2607366145,12.8038108945,10.5578813702,65.0748625994,5.51257301494,11.1126712859,11.1802591681,14.7329463959,11.94317168,10.5932404399
34.8737286031,3.26303675584,7.6884065941,5.90038985014,7.04866933823,6.31998918205,4.65323622897,18.9895384312,1.30885791406,6.12290995568,2.99544202536,2.59727524966,3.13333687186,2.83171631768
11.0265478194,0.768581384793,1.96439809538,2.37045237422,2.356963709,2.41675052792,1.14940156415,9.89527145028,0.618065953255,0.965690556914,2.23720253259,2.31975007057,2.31593178958,1.4386306107
8.82948583364,0.542746012099,0.799695555121,2.14564491808,2.17555867881,2.19463852793,0.971202140674,8.97005882859,0.461795781739,1.28521422669,2.190114595,2.07073069736,2.1047616601,0.857441879809
8.14647231996,0.450814665295,0.674800485373,2.07989492267,2.04028907418,2.13380973041,0.766863413155,8.76160824299,0.486813377589,0.831538310274,2.35196126625,2.20953052863,2.17439948395,0.707365334034
7.67746818066,0.328489226755,0.569352423772,1.98993373662,1.98909464478,1.99125118181,0.809346947819,7.35717561841,0.284258026164,0.393395993859,1.92118481547,2.05996184424,1.94633693993,0.752037970349
7.06717462838,0.269485570956,0.399519763887,1.81745507568,1.93128829449,1.92756055668,0.721865391359,7.13855551183,0.241389690898,0.255694570951,1.78192398697,1.80664490536,2.09819711,0.954705230892
6.60999636352,0.25467979908,0.34766977746,1.74046685174,1.81388841942,1.83826134354,0.615030073561,6.66555519402,0.518212385476,0.303149818443,1.71086689457,1.64409213513,1.76491700858,0.724316935986
5.70819614828,0.182941585779,0.242970086168,1.56422081217,1.53281116486,1.61178320646,0.573469350114,5.73151315749,0.17413078458,0.198276395909,1.52050033957,1.94256326184,1.52409747615,0.371944964863
5.43383020163,0.143248629756,0.260154892225,1.50161467865,1.48594286293,1.58678783104,0.456081246492,4.89840859175,0.114545838442,0.144913603552,1.64236818999,1.23562866449,1.55217864364,0.20877364045
4.57287643105,0.12479086197,0.293258505408,1.33716004342,1.18857839145,1.35971405171,0.26937456103,4.53504610062,0.133325014031,0.177994894795,1.50366737694,1.14057239331,1.3240785785,0.255407796241
4.1566715613,0.102289158385,0.105315493769,1.24711791426,1.12783212774,1.27884204313,0.295274890959,4.80948486924,0.115290437127,0.0578782791272,1.53907781467,1.25288535282,1.66683097929,0.177521902835
3.81085686386,0.0883161858656,0.0763408954954,1.22749388777,0.91831920296,1.27237062901,0.22801605938,3.3509568125,0.0728907908779,0.0691730319522,0.972658475861,0.846498914063,1.27622386813,0.113511692034
3.21199417859,0.0701802963158,0.0723263300024,0.978898888454,0.799985558726,1.12185498141,0.168748172,3.12154536694,0.0909916631645,0.109992166283,0.785484138876,0.655853241682,1.36244347319,0.116780670593
2.94998780265,0.0579257246573,0.0910847558989,0.91858073324,0.639205769636,1.01378409192,0.229406738537,2.57412774116,0.047174136329,0.186035615625,0.810247648507,0.541338941082,0.823574850336,0.165756569011
2.58397618681,0.0475771853817,0.173774441238,0.811767991632,0.600914051756,0.849573909305,0.100368606159,4.48500677198,0.107541790232,1.77018810436,0.760467251763,0.596218099818,0.965434204787,0.285157306585
1.97457510233,0.0536014852114,0.134898724675,0.602306235582,0.377597570419,0.728585165925,0.0775858814595,1.39832028374,0.0278608158696,0.0224252919143,0.449863889255,0.321524928324,0.534589609131,0.0420557620237
1.81570111215,0.0313782037992,0.0271731435205,0.617844054475,0.357438485604,0.693501896225,0.0883653186029,3.53364402801,0.0573994331062,0.254219734576,0.910045893863,0.447720257565,0.918585276231,0.945673451759
1.40383144654,0.0354970699409,0.0343699588557,0.444763692096,0.26502881851,0.510172786191,0.113999118446,0.97352309525,0.0179171956552,0.0148003686045,0.332186711952,0.161376230186,0.419528015889,0.0277145600412
1.3476607874,0.0198018428928,0.0236047658836,0.370355390012,0.369129996747,0.374482229352,0.190286578087,0.759502191097,0.0196838840784,0.0141232398164,0.274334750138,0.131608675234,0.295519057661,0.0242325788131
1.06582613103,0.0221648250881,0.0138020365266,0.395784639288,0.162195128854,0.446531313471,0.0253481782856,0.770441187546,0.0131320463552,0.0152241013566,0.340829133987,0.139076954452,0.233013355872,0.0291656017071
0.870335543528,0.017083771294,0.0179204551096,0.343202566262,0.13778485544,0.328239120543,0.0261047729291,0.748731004074,0.017839839973,0.0153179308982,0.281240830664,0.121098874835,0.244466319215,0.068767208606
0.732902757823,0.0177710035496,0.0131973485404,0.256724049104,0.100326859974,0.319405370625,0.0254781260446,0.463238878176,0.0115097149974,0.00718566639262,0.138180914102,0.0766791793285,0.208814268,0.020869136526
1.37395288795,0.0318285835529,0.0247658455773,0.321221218212,0.26803327864,0.250865000067,0.477238976833,0.395072482526,0.00704916758696,0.00940833827917,0.148601419525,0.0692960794549,0.148701831466,0.0120156481426
0.386961918324,0.00727306071349,0.0086934165156,0.132588242181,0.0580696207471,0.169234228786,0.011103346711,0.312689844053,0.00681330387306,0.00843457163137,0.112009617733,0.0613665203564,0.115408478072,0.00865735286789
0.347888808232,0.00667963236629,0.00793340356176,0.121455581859,0.0622750623734,0.140420847689,0.00912427676667,0.69875784032,0.00796183367493,0.0128551689559,0.442020469345,0.098315089941,0.127325370209,0.0102799058659
1.00831785984,0.0127442267112,0.44068297786,0.207682043198,0.124289202155,0.207623408292,0.01529601113,1.75430843607,0.0278239423933,0.572042446584,0.625979189761,0.220450293273,0.28649849724,0.0215140775545
0.324786344543,0.00724111481031,0.02934654825,0.117613424896,0.0571404467919,0.102919334546,0.0105254761729,0.181669175625,0.00463843907346,0.00245325495871,0.0718490147265,0.0289630325278,0.0649984026095,0.00876703068207
0.19384680083,0.00406953557831,0.00219451876001,0.0726252804743,0.0290408527071,0.0787919980939,0.00712461274816,0.207927152049,0.00370445673252,0.00343955719291,0.081596508855,0.0319388286734,0.0808284403756,0.00641936041939
0.462927774061,0.00497041190101,0.00433929835708,0.12589778949,0.111869266868,0.207073510508,0.00877749895153,0.15051600337,0.00536706269122,0.00327700832713,0.0567689369782,0.0242810193158,0.05377746257,0.00704451408819
