loss,val_loss
1589.67296505,346.006793976
197.465933323,54.2643632889
42.0210273564,16.0970471203
46.2166095823,149.324186087
19.6231139451,2.02911804616
2.07211584412,2.98934188671
75.6494084988,1.29628097452
1.05343653169,0.605147261173
0.441050277092,0.598066282459
12.9966336126,0.258687416557
0.222816566937,0.195237463806
0.132685505552,0.0949979671277
0.120866695303,0.0690954491729
70.5599250537,0.397742246743
0.3315885989,0.239569947822
0.216442246921,0.14397669863
0.107624794706,0.0871177663794
0.0619522531051,0.0517632268602
0.0409746713121,0.0274880664365
7.88947715738,178.523863792
43.0616242746,0.228935253574
0.148306477466,0.111330293817
0.0824797586538,0.071744710207
0.0573002591264,0.0377671652241
0.028390972293,0.0268969790777
0.0152426445129,0.0116820648254
0.00938905037765,0.00635118732316
0.00418938724033,0.00331091498447
0.00218871969992,0.00157202179071
0.00107401407149,0.00073980918296
0.000471309137538,0.000319104880418
0.000213598863184,0.000156110413172
0.00015533099247,6.92715342439e-05
5.23848645457e-05,4.29673917779e-05
2.7555923765e-05,1.67712420591e-05
1.39060184319,0.144722516328
0.00386904981588,0.000427105377184
0.000290466238994,0.000788533246919
0.00027321795551,0.00017623303529
0.000149739921483,0.000152014549201
0.000132387327199,7.67434979707e-05
6.83007078237e-05,6.99204128694e-05
5.90998961911e-05,3.67870486002e-05
2.72429275583e-05,2.60955763451e-05
2.42142313027e-05,1.71511969143e-05
1.33663274795e-05,1.15781941759e-05
1.0911365294e-05,8.44521601095e-06
6.24358406753e-06,5.60283198325e-06
3.99723545286e-06,4.31015922331e-06
3.66940925289e-06,2.69710965028e-06
2.26870115938e-06,2.20537153961e-06
1.94087591687e-06,2.00048041421e-06
1.8142161089e-06,1.73598496467e-06
1.60187449483e-06,1.79931485356e-06
1.87754565051e-06,1.41561010381e-06
1.41188480507e-06,1.31130202208e-06
1.4267859858e-06,1.20699385686e-06
1.07288350559e-06,1.13248806288e-06
1.22934563729e-06,1.28149952761e-06
1.01700413291e-06,1.1436639733e-06
